phase_id,frame_name,frame_number,score_1,score_2,score_3,score_4,score_5
P2_V27_Phase2,frame699.jpg,699,4.0,3.0,4.0,3.0,4.0
P2_V27_Phase2,frame700.jpg,700,4.0,3.0,4.0,3.0,4.0
P2_V27_Phase2,frame701.jpg,701,4.0,3.0,4.0,3.0,4.0
P2_V27_Phase20,frame6731.jpg,6731,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase20,frame6732.jpg,6732,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase20,frame6733.jpg,6733,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase20,frame6734.jpg,6734,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase24,frame7819.jpg,7819,7.0,6.0,7.0,6.0,7.0
P2_V27_Phase24,frame7820.jpg,7820,7.0,6.0,7.0,6.0,7.0
P2_V27_Phase24,frame7821.jpg,7821,7.0,6.0,7.0,6.0,7.0
P2_V27_Phase24,frame7822.jpg,7822,7.0,6.0,7.0,6.0,7.0
P2_V27_Phase28,frame9939.jpg,9939,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase28,frame9940.jpg,9940,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase28,frame9941.jpg,9941,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase28,frame9942.jpg,9942,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase30,frame10377.jpg,10377,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase30,frame10378.jpg,10378,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase30,frame10379.jpg,10379,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase30,frame10380.jpg,10380,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase34,frame11482.jpg,11482,5.0,5.0,4.0,4.0,5.0
P2_V27_Phase34,frame11483.jpg,11483,5.0,5.0,4.0,4.0,5.0
P2_V27_Phase34,frame11484.jpg,11484,5.0,5.0,4.0,4.0,5.0
P2_V27_Phase34,frame11485.jpg,11485,5.0,5.0,4.0,4.0,5.0
P2_V27_Phase38,frame13424.jpg,13424,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase38,frame13425.jpg,13425,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase38,frame13426.jpg,13426,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase38,frame13427.jpg,13427,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase6,frame2003.jpg,2003,5.0,5.0,4.0,4.0,5.0
P2_V27_Phase6,frame2004.jpg,2004,5.0,5.0,4.0,4.0,5.0
P2_V27_Phase6,frame2005.jpg,2005,5.0,5.0,4.0,4.0,5.0
P2_V27_Phase6,frame2006.jpg,2006,5.0,5.0,4.0,4.0,5.0
P2_V27_Phase61,frame21094.jpg,21094,9.0,8.0,9.0,8.0,9.0
P2_V27_Phase61,frame21095.jpg,21095,9.0,8.0,9.0,8.0,9.0
P2_V27_Phase61,frame21096.jpg,21096,9.0,8.0,9.0,8.0,9.0
P2_V27_Phase61,frame21097.jpg,21097,9.0,8.0,9.0,8.0,9.0
P2_V27_Phase65,frame22637.jpg,22637,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase65,frame22638.jpg,22638,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase65,frame22639.jpg,22639,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase65,frame22640.jpg,22640,5.0,4.0,5.0,4.0,5.0
P2_V27_Phase69,frame23861.jpg,23861,0.0,0.0,0.0,0.0,0.0
P2_V27_Phase69,frame23862.jpg,23862,0.0,0.0,0.0,0.0,0.0
P2_V27_Phase69,frame23863.jpg,23863,0.0,0.0,0.0,0.0,0.0
P2_V27_Phase69,frame23864.jpg,23864,0.0,0.0,0.0,0.0,0.0
P2_V27_Phase75,frame25974.jpg,25974,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase75,frame25975.jpg,25975,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase75,frame25976.jpg,25976,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase75,frame25977.jpg,25977,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase79,frame27031.jpg,27031,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase79,frame27032.jpg,27032,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase79,frame27033.jpg,27033,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase79,frame27034.jpg,27034,2.0,1.0,2.0,1.0,2.0
P2_V27_Phase82,frame20341.jpg,20341,2.0,1.0,2.0,2.0,1.0
P2_V27_Phase82,frame20342.jpg,20342,2.0,1.0,2.0,2.0,1.0
P2_V27_Phase82,frame20343.jpg,20343,2.0,1.0,2.0,2.0,1.0
P2_V27_Phase82,frame20344.jpg,20344,2.0,1.0,2.0,2.0,1.0
P2_V28_Phase12,frame2796.jpg,2796,7.0,6.0,7.0,6.0,7.0
P2_V28_Phase12,frame2797.jpg,2797,7.0,6.0,7.0,6.0,7.0
P2_V28_Phase12,frame2798.jpg,2798,7.0,6.0,7.0,6.0,7.0
P2_V28_Phase12,frame2799.jpg,2799,7.0,6.0,7.0,6.0,7.0
P2_V28_Phase16,frame3481.jpg,3481,2.0,1.0,2.0,1.0,2.0
P2_V28_Phase16,frame3482.jpg,3482,2.0,1.0,2.0,1.0,2.0
P2_V28_Phase16,frame3483.jpg,3483,2.0,1.0,2.0,1.0,2.0
P2_V28_Phase16,frame3484.jpg,3484,2.0,1.0,2.0,1.0,2.0
P2_V28_Phase43,frame10472.jpg,10472,9.0,8.0,9.0,8.0,9.0
P2_V28_Phase43,frame10473.jpg,10473,9.0,8.0,9.0,8.0,9.0
P2_V28_Phase43,frame10474.jpg,10474,9.0,8.0,9.0,8.0,9.0
P2_V28_Phase43,frame10475.jpg,10475,9.0,8.0,9.0,8.0,9.0
P2_V28_Phase47,frame11285.jpg,11285,9.0,8.0,9.0,8.0,9.0
P2_V28_Phase47,frame11286.jpg,11286,9.0,8.0,9.0,8.0,9.0
P2_V28_Phase47,frame11287.jpg,11287,9.0,8.0,9.0,8.0,9.0
P2_V28_Phase47,frame11288.jpg,11288,9.0,8.0,9.0,8.0,9.0
P2_V2_Phase10,frame2550.jpg,2550,5.0,4.0,5.0,4.0,5.0
P2_V2_Phase10,frame2551.jpg,2551,5.0,4.0,5.0,4.0,5.0
P2_V2_Phase10,frame2552.jpg,2552,5.0,4.0,5.0,4.0,5.0
P2_V2_Phase10,frame2553.jpg,2553,5.0,4.0,5.0,4.0,5.0
P2_V2_Phase14,frame3494.jpg,3494,9.0,8.0,8.0,9.0,8.0
P2_V2_Phase14,frame3495.jpg,3495,9.0,8.0,8.0,9.0,8.0
P2_V2_Phase14,frame3496.jpg,3496,9.0,8.0,8.0,9.0,8.0
P2_V2_Phase14,frame3497.jpg,3497,9.0,8.0,8.0,9.0,8.0
P2_V2_Phase18,frame4663.jpg,4663,7.0,6.0,7.0,6.0,7.0
P2_V2_Phase18,frame4664.jpg,4664,7.0,6.0,7.0,6.0,7.0
P2_V2_Phase18,frame4665.jpg,4665,7.0,6.0,7.0,6.0,7.0
P2_V2_Phase18,frame4666.jpg,4666,7.0,6.0,7.0,6.0,7.0
P2_V2_Phase3,frame731.jpg,731,7.0,6.0,7.0,6.0,7.0
P2_V2_Phase3,frame732.jpg,732,7.0,6.0,7.0,6.0,7.0
P2_V2_Phase3,frame733.jpg,733,7.0,6.0,7.0,6.0,7.0
P2_V2_Phase3,frame734.jpg,734,7.0,6.0,7.0,6.0,7.0
P2_V2_Phase41,frame11689.jpg,11689,5.0,4.0,4.0,5.0,4.0
P2_V2_Phase41,frame11690.jpg,11690,5.0,4.0,4.0,5.0,4.0
P2_V2_Phase41,frame11691.jpg,11691,5.0,4.0,4.0,5.0,4.0
P2_V2_Phase41,frame11692.jpg,11692,5.0,4.0,4.0,5.0,4.0
P2_V2_Phase7,frame1612.jpg,1612,7.0,6.0,7.0,6.0,6.0
P2_V2_Phase7,frame1613.jpg,1613,7.0,6.0,7.0,6.0,6.0
P2_V2_Phase7,frame1614.jpg,1614,7.0,6.0,7.0,6.0,6.0
P2_V2_Phase7,frame1615.jpg,1615,7.0,6.0,7.0,6.0,6.0
P2_V3_Phase14,frame3100.jpg,3100,9.0,8.0,9.0,8.0,9.0
P2_V3_Phase14,frame3101.jpg,3101,9.0,8.0,9.0,8.0,9.0
P2_V3_Phase14,frame3102.jpg,3102,9.0,8.0,9.0,8.0,9.0
P2_V3_Phase14,frame3103.jpg,3103,9.0,8.0,9.0,8.0,9.0
P2_V3_Phase18,frame4315.jpg,4315,2.0,1.0,2.0,1.0,2.0
P2_V3_Phase18,frame4316.jpg,4316,2.0,1.0,2.0,1.0,2.0
P2_V3_Phase18,frame4317.jpg,4317,2.0,1.0,2.0,1.0,2.0
P2_V3_Phase18,frame4318.jpg,4318,2.0,1.0,2.0,1.0,2.0
P2_V3_Phase41,frame9926.jpg,9926,7.0,7.0,6.0,6.0,7.0
P2_V3_Phase41,frame9927.jpg,9927,7.0,7.0,6.0,6.0,7.0
P2_V3_Phase41,frame9928.jpg,9928,7.0,7.0,6.0,6.0,7.0
P2_V3_Phase41,frame9929.jpg,9929,7.0,7.0,6.0,6.0,7.0
P2_V3_Phase45,frame11047.jpg,11047,9.0,8.0,9.0,8.0,9.0
P2_V3_Phase45,frame11048.jpg,11048,9.0,8.0,9.0,8.0,9.0
P2_V3_Phase45,frame11049.jpg,11049,9.0,8.0,9.0,8.0,9.0
P2_V3_Phase45,frame11050.jpg,11050,9.0,8.0,9.0,8.0,9.0
P2_V4_Phase11,frame2015.jpg,2015,9.0,8.0,9.0,8.0,8.0
P2_V4_Phase11,frame2016.jpg,2016,9.0,8.0,9.0,8.0,8.0
P2_V4_Phase11,frame2017.jpg,2017,9.0,8.0,9.0,8.0,8.0
P2_V4_Phase11,frame2018.jpg,2018,9.0,8.0,9.0,8.0,8.0
P2_V4_Phase15,frame3010.jpg,3010,9.0,9.0,9.0,9.0,9.0
P2_V4_Phase15,frame3011.jpg,3011,9.0,9.0,9.0,9.0,9.0
P2_V4_Phase15,frame3012.jpg,3012,9.0,9.0,9.0,9.0,9.0
P2_V4_Phase15,frame3013.jpg,3013,9.0,9.0,9.0,9.0,9.0
P2_V4_Phase19,frame3736.jpg,3736,5.0,4.0,5.0,4.0,4.0
P2_V4_Phase19,frame3737.jpg,3737,5.0,4.0,5.0,4.0,4.0
P2_V4_Phase19,frame3738.jpg,3738,5.0,4.0,5.0,4.0,4.0
P2_V4_Phase19,frame3739.jpg,3739,5.0,4.0,5.0,4.0,4.0
P2_V4_Phase40,frame9536.jpg,9536,7.0,6.0,7.0,6.0,7.0
P2_V4_Phase40,frame9537.jpg,9537,7.0,6.0,7.0,6.0,7.0
P2_V4_Phase40,frame9538.jpg,9538,7.0,6.0,7.0,6.0,7.0
P2_V4_Phase40,frame9539.jpg,9539,7.0,6.0,7.0,6.0,7.0
P2_V4_Phase44,frame10415.jpg,10415,5.0,4.0,5.0,4.0,5.0
P2_V4_Phase44,frame10416.jpg,10416,5.0,4.0,5.0,4.0,5.0
P2_V4_Phase44,frame10417.jpg,10417,5.0,4.0,5.0,4.0,5.0
P2_V4_Phase44,frame10418.jpg,10418,5.0,4.0,5.0,4.0,5.0
P2_V4_Phase48,frame11679.jpg,11679,2.0,1.0,0.0,1.0,2.0
P2_V4_Phase48,frame11680.jpg,11680,2.0,1.0,0.0,1.0,2.0
P2_V4_Phase48,frame11681.jpg,11681,2.0,1.0,0.0,1.0,2.0
P2_V4_Phase48,frame11682.jpg,11682,2.0,1.0,0.0,1.0,2.0
P2_V5_Phase11,frame2752.jpg,2752,9.0,8.0,8.0,9.0,8.0
P2_V5_Phase11,frame2753.jpg,2753,9.0,8.0,8.0,9.0,8.0
P2_V5_Phase11,frame2754.jpg,2754,9.0,8.0,8.0,9.0,8.0
P2_V5_Phase11,frame2755.jpg,2755,9.0,8.0,8.0,9.0,8.0
P2_V5_Phase15,frame3610.jpg,3610,7.0,6.0,7.0,6.0,7.0
P2_V5_Phase15,frame3611.jpg,3611,7.0,6.0,7.0,6.0,7.0
P2_V5_Phase15,frame3612.jpg,3612,7.0,6.0,7.0,6.0,7.0
P2_V5_Phase15,frame3613.jpg,3613,7.0,6.0,7.0,6.0,7.0
P2_V5_Phase19,frame4436.jpg,4436,7.0,7.0,7.0,6.0,7.0
P2_V5_Phase19,frame4437.jpg,4437,7.0,7.0,7.0,6.0,7.0
P2_V5_Phase19,frame4438.jpg,4438,7.0,7.0,7.0,6.0,7.0
P2_V5_Phase19,frame4439.jpg,4439,7.0,7.0,7.0,6.0,7.0
P2_V5_Phase3,frame939.jpg,939,9.0,8.0,9.0,8.0,9.0
P2_V5_Phase3,frame940.jpg,940,9.0,8.0,9.0,8.0,9.0
P2_V5_Phase3,frame941.jpg,941,9.0,8.0,9.0,8.0,9.0
P2_V5_Phase3,frame942.jpg,942,9.0,8.0,9.0,8.0,9.0
P2_V5_Phase40,frame9730.jpg,9730,5.0,4.0,5.0,4.0,5.0
P2_V5_Phase40,frame9731.jpg,9731,5.0,4.0,5.0,4.0,5.0
P2_V5_Phase40,frame9732.jpg,9732,5.0,4.0,5.0,4.0,5.0
P2_V5_Phase40,frame9733.jpg,9733,5.0,4.0,5.0,4.0,5.0
P2_V5_Phase44,frame11373.jpg,11373,5.0,4.0,5.0,4.0,4.0
P2_V5_Phase44,frame11374.jpg,11374,5.0,4.0,5.0,4.0,4.0
P2_V5_Phase44,frame11375.jpg,11375,5.0,4.0,5.0,4.0,4.0
P2_V5_Phase44,frame11376.jpg,11376,5.0,4.0,5.0,4.0,4.0
P2_V5_Phase7,frame1925.jpg,1925,9.0,8.0,9.0,8.0,9.0
P2_V5_Phase7,frame1926.jpg,1926,9.0,8.0,9.0,8.0,9.0
P2_V5_Phase7,frame1927.jpg,1927,9.0,8.0,9.0,8.0,9.0
P2_V5_Phase7,frame1928.jpg,1928,9.0,8.0,9.0,8.0,9.0
P2_V6_Phase21,frame5622.jpg,5622,9.0,8.0,8.0,9.0,8.0
P2_V6_Phase21,frame5623.jpg,5623,9.0,8.0,8.0,9.0,8.0
P2_V6_Phase21,frame5624.jpg,5624,9.0,8.0,8.0,9.0,8.0
P2_V6_Phase21,frame5625.jpg,5625,9.0,8.0,8.0,9.0,8.0
P2_V6_Phase25,frame6531.jpg,6531,5.0,4.0,5.0,4.0,5.0
P2_V6_Phase25,frame6532.jpg,6532,5.0,4.0,5.0,4.0,5.0
P2_V6_Phase25,frame6533.jpg,6533,5.0,4.0,5.0,4.0,5.0
P2_V6_Phase25,frame6534.jpg,6534,5.0,4.0,5.0,4.0,5.0
P2_V6_Phase29,frame7927.jpg,7927,2.0,1.0,2.0,0.0,1.0
P2_V6_Phase29,frame7928.jpg,7928,2.0,1.0,2.0,0.0,1.0
P2_V6_Phase29,frame7929.jpg,7929,2.0,1.0,2.0,0.0,1.0
P2_V6_Phase29,frame7930.jpg,7930,2.0,1.0,2.0,0.0,1.0
P2_V6_Phase31,frame8525.jpg,8525,4.0,4.0,3.0,4.0,3.0
P2_V6_Phase31,frame8526.jpg,8526,4.0,4.0,3.0,4.0,3.0
P2_V6_Phase31,frame8527.jpg,8527,4.0,4.0,3.0,4.0,3.0
P2_V6_Phase31,frame8528.jpg,8528,4.0,4.0,3.0,4.0,3.0
P2_V6_Phase4,frame1103.jpg,1103,9.0,8.0,9.0,8.0,9.0
P2_V6_Phase4,frame1104.jpg,1104,9.0,8.0,9.0,8.0,9.0
P2_V6_Phase4,frame1105.jpg,1105,9.0,8.0,9.0,8.0,9.0
P2_V6_Phase4,frame1106.jpg,1106,9.0,8.0,9.0,8.0,9.0
P2_V7_Phase25,frame5307.jpg,5307,7.0,7.0,6.0,6.0,6.0
P2_V7_Phase25,frame5308.jpg,5308,7.0,7.0,6.0,6.0,6.0
P2_V7_Phase25,frame5309.jpg,5309,7.0,7.0,6.0,6.0,6.0
P2_V7_Phase25,frame5310.jpg,5310,7.0,7.0,6.0,6.0,6.0
P2_V7_Phase29,frame6329.jpg,6329,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase29,frame6330.jpg,6330,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase29,frame6331.jpg,6331,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase29,frame6332.jpg,6332,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase31,frame6921.jpg,6921,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase31,frame6922.jpg,6922,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase31,frame6923.jpg,6923,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase31,frame6924.jpg,6924,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase35,frame7818.jpg,7818,9.0,8.0,9.0,8.0,9.0
P2_V7_Phase35,frame7819.jpg,7819,9.0,8.0,9.0,8.0,9.0
P2_V7_Phase35,frame7820.jpg,7820,9.0,8.0,9.0,8.0,9.0
P2_V7_Phase35,frame7821.jpg,7821,9.0,8.0,9.0,8.0,9.0
P2_V7_Phase39,frame8819.jpg,8819,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase39,frame8820.jpg,8820,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase39,frame8821.jpg,8821,5.0,4.0,5.0,4.0,5.0
P2_V7_Phase39,frame8822.jpg,8822,5.0,4.0,5.0,4.0,5.0
P2_V8_Phase13,frame2818.jpg,2818,3.0,4.0,3.0,4.0,3.0
P2_V8_Phase13,frame2819.jpg,2819,3.0,4.0,3.0,4.0,3.0
P2_V8_Phase13,frame2820.jpg,2820,3.0,4.0,3.0,4.0,3.0
P2_V8_Phase13,frame2821.jpg,2821,3.0,4.0,3.0,4.0,3.0
P2_V8_Phase17,frame3678.jpg,3678,5.0,5.0,4.0,5.0,5.0
P2_V8_Phase17,frame3679.jpg,3679,5.0,5.0,4.0,5.0,5.0
P2_V8_Phase17,frame3680.jpg,3680,5.0,5.0,4.0,5.0,5.0
P2_V8_Phase17,frame3681.jpg,3681,5.0,5.0,4.0,5.0,5.0
P2_V8_Phase4,frame856.jpg,856,5.0,4.0,5.0,4.0,4.0
P2_V8_Phase4,frame857.jpg,857,5.0,4.0,5.0,4.0,4.0
P2_V8_Phase4,frame858.jpg,858,5.0,4.0,5.0,4.0,4.0
P2_V8_Phase4,frame859.jpg,859,5.0,4.0,5.0,4.0,4.0
P2_V8_Phase42,frame9037.jpg,9037,9.0,8.0,9.0,8.0,9.0
P2_V8_Phase42,frame9038.jpg,9038,9.0,8.0,9.0,8.0,9.0
P2_V8_Phase42,frame9039.jpg,9039,9.0,8.0,9.0,8.0,9.0
P2_V8_Phase42,frame9040.jpg,9040,9.0,8.0,9.0,8.0,9.0
P2_V8_Phase46,frame10312.jpg,10312,7.0,7.0,7.0,6.0,7.0
P2_V8_Phase46,frame10313.jpg,10313,7.0,7.0,7.0,6.0,7.0
P2_V8_Phase46,frame10314.jpg,10314,7.0,7.0,7.0,6.0,7.0
P2_V8_Phase46,frame10315.jpg,10315,7.0,7.0,7.0,6.0,7.0
P2_V8_Phase8,frame1951.jpg,1951,7.0,6.0,7.0,6.0,7.0
P2_V8_Phase8,frame1952.jpg,1952,7.0,6.0,7.0,6.0,7.0
P2_V8_Phase8,frame1953.jpg,1953,7.0,6.0,7.0,6.0,7.0
P2_V8_Phase8,frame1954.jpg,1954,7.0,6.0,7.0,6.0,7.0
P2_V9_Phase13,frame3857.jpg,3857,5.0,4.0,5.0,4.0,5.0
P2_V9_Phase13,frame3858.jpg,3858,5.0,4.0,5.0,4.0,5.0
P2_V9_Phase13,frame3859.jpg,3859,5.0,4.0,5.0,4.0,5.0
P2_V9_Phase13,frame3860.jpg,3860,5.0,4.0,5.0,4.0,5.0
P2_V9_Phase17,frame4963.jpg,4963,9.0,8.0,9.0,8.0,9.0
P2_V9_Phase17,frame4964.jpg,4964,9.0,8.0,9.0,8.0,9.0
P2_V9_Phase17,frame4965.jpg,4965,9.0,8.0,9.0,8.0,9.0
P2_V9_Phase17,frame4966.jpg,4966,9.0,8.0,9.0,8.0,9.0
P3_V10_Phase11,frame2412.jpg,2412,7.0,6.0,7.0,6.0,7.0
P3_V10_Phase11,frame2413.jpg,2413,7.0,6.0,7.0,6.0,7.0
P3_V10_Phase11,frame2414.jpg,2414,7.0,6.0,7.0,6.0,7.0
P3_V10_Phase11,frame2415.jpg,2415,7.0,6.0,7.0,6.0,7.0
P3_V10_Phase19,frame4288.jpg,4288,5.0,4.0,5.0,4.0,5.0
P3_V10_Phase19,frame4289.jpg,4289,5.0,4.0,5.0,4.0,5.0
P3_V10_Phase19,frame4290.jpg,4290,5.0,4.0,5.0,4.0,5.0
P3_V10_Phase19,frame4291.jpg,4291,5.0,4.0,5.0,4.0,5.0
P3_V10_Phase40,frame13133.jpg,13133,2.0,1.0,2.0,1.0,1.0
P3_V10_Phase40,frame13134.jpg,13134,2.0,1.0,2.0,1.0,1.0
P3_V10_Phase40,frame13135.jpg,13135,2.0,1.0,2.0,1.0,1.0
P3_V10_Phase40,frame13136.jpg,13136,2.0,1.0,2.0,1.0,1.0
P3_V10_Phase44,frame5774.jpg,5774,2.0,1.0,2.0,1.0,2.0
P3_V10_Phase44,frame5775.jpg,5775,2.0,1.0,2.0,1.0,2.0
P3_V10_Phase44,frame5776.jpg,5776,2.0,1.0,2.0,1.0,2.0
P3_V10_Phase44,frame5777.jpg,5777,2.0,1.0,2.0,1.0,2.0
P3_V10_Phase50,frame8448.jpg,8448,5.0,4.0,4.0,5.0,4.0
P3_V10_Phase50,frame8449.jpg,8449,5.0,4.0,4.0,5.0,4.0
P3_V10_Phase50,frame8450.jpg,8450,5.0,4.0,4.0,5.0,4.0
P3_V10_Phase50,frame8451.jpg,8451,5.0,4.0,4.0,5.0,4.0
P3_V11_Phase11,frame3302.jpg,3302,5.0,4.0,4.0,5.0,4.0
P3_V11_Phase11,frame3303.jpg,3303,5.0,4.0,4.0,5.0,4.0
P3_V11_Phase11,frame3304.jpg,3304,5.0,4.0,4.0,5.0,4.0
P3_V11_Phase11,frame3305.jpg,3305,5.0,4.0,4.0,5.0,4.0
P3_V11_Phase15,frame4378.jpg,4378,4.0,3.0,3.0,4.0,3.0
P3_V11_Phase15,frame4379.jpg,4379,4.0,3.0,3.0,4.0,3.0
P3_V11_Phase15,frame4380.jpg,4380,4.0,3.0,3.0,4.0,3.0
P3_V11_Phase15,frame4381.jpg,4381,4.0,3.0,3.0,4.0,3.0
P3_V11_Phase19,frame5123.jpg,5123,4.0,3.0,3.0,4.0,4.0
P3_V11_Phase19,frame5124.jpg,5124,4.0,3.0,3.0,4.0,4.0
P3_V11_Phase19,frame5125.jpg,5125,4.0,3.0,3.0,4.0,4.0
P3_V11_Phase19,frame5126.jpg,5126,4.0,3.0,3.0,4.0,4.0
P3_V11_Phase3,frame533.jpg,533,4.0,3.0,4.0,3.0,4.0
P3_V11_Phase3,frame534.jpg,534,4.0,3.0,4.0,3.0,4.0
P3_V11_Phase3,frame535.jpg,535,4.0,3.0,4.0,3.0,4.0
P3_V11_Phase3,frame536.jpg,536,4.0,3.0,4.0,3.0,4.0
P3_V11_Phase40,frame10071.jpg,10071,7.0,7.0,7.0,6.0,6.0
P3_V11_Phase40,frame10072.jpg,10072,7.0,7.0,7.0,6.0,6.0
P3_V11_Phase40,frame10073.jpg,10073,7.0,7.0,7.0,6.0,6.0
P3_V11_Phase40,frame10074.jpg,10074,7.0,7.0,7.0,6.0,6.0
P3_V11_Phase44,frame10944.jpg,10944,5.0,4.0,4.0,5.0,4.0
P3_V11_Phase44,frame10945.jpg,10945,5.0,4.0,4.0,5.0,4.0
P3_V11_Phase44,frame10946.jpg,10946,5.0,4.0,4.0,5.0,4.0
P3_V11_Phase44,frame10947.jpg,10947,5.0,4.0,4.0,5.0,4.0
P3_V11_Phase48,frame12425.jpg,12425,4.0,4.0,3.0,4.0,4.0
P3_V11_Phase48,frame12426.jpg,12426,4.0,4.0,3.0,4.0,4.0
P3_V11_Phase48,frame12427.jpg,12427,4.0,4.0,3.0,4.0,4.0
P3_V11_Phase48,frame12428.jpg,12428,4.0,4.0,3.0,4.0,4.0
P3_V11_Phase7,frame2296.jpg,2296,2.0,1.0,2.0,1.0,2.0
P3_V11_Phase7,frame2297.jpg,2297,2.0,1.0,2.0,1.0,2.0
P3_V11_Phase7,frame2298.jpg,2298,2.0,1.0,2.0,1.0,2.0
P3_V11_Phase7,frame2299.jpg,2299,2.0,1.0,2.0,1.0,2.0
P3_V12_Phase25,frame6019.jpg,6019,2.0,1.0,2.0,1.0,2.0
P3_V12_Phase25,frame6020.jpg,6020,2.0,1.0,2.0,1.0,2.0
P3_V12_Phase25,frame6021.jpg,6021,2.0,1.0,2.0,1.0,2.0
P3_V12_Phase25,frame6022.jpg,6022,2.0,1.0,2.0,1.0,2.0
P3_V12_Phase29,frame6892.jpg,6892,5.0,4.0,5.0,4.0,5.0
P3_V12_Phase29,frame6893.jpg,6893,5.0,4.0,5.0,4.0,5.0
P3_V12_Phase29,frame6894.jpg,6894,5.0,4.0,5.0,4.0,5.0
P3_V12_Phase29,frame6895.jpg,6895,5.0,4.0,5.0,4.0,5.0
P3_V12_Phase31,frame7508.jpg,7508,4.0,3.0,4.0,3.0,4.0
P3_V12_Phase31,frame7509.jpg,7509,4.0,3.0,4.0,3.0,4.0
P3_V12_Phase31,frame7510.jpg,7510,4.0,3.0,4.0,3.0,4.0
P3_V12_Phase31,frame7511.jpg,7511,4.0,3.0,4.0,3.0,4.0
P3_V12_Phase35,frame9598.jpg,9598,7.0,6.0,7.0,6.0,7.0
P3_V12_Phase35,frame9599.jpg,9599,7.0,6.0,7.0,6.0,7.0
P3_V12_Phase35,frame9600.jpg,9600,7.0,6.0,7.0,6.0,7.0
P3_V12_Phase35,frame9601.jpg,9601,7.0,6.0,7.0,6.0,7.0
P3_V12_Phase39,frame10235.jpg,10235,5.0,4.0,5.0,4.0,5.0
P3_V12_Phase39,frame10236.jpg,10236,5.0,4.0,5.0,4.0,5.0
P3_V12_Phase39,frame10237.jpg,10237,5.0,4.0,5.0,4.0,5.0
P3_V12_Phase39,frame10238.jpg,10238,5.0,4.0,5.0,4.0,5.0
P3_V12_Phase4,frame729.jpg,729,5.0,5.0,4.0,5.0,4.0
P3_V12_Phase4,frame730.jpg,730,5.0,5.0,4.0,5.0,4.0
P3_V12_Phase4,frame731.jpg,731,5.0,5.0,4.0,5.0,4.0
P3_V12_Phase4,frame732.jpg,732,5.0,5.0,4.0,5.0,4.0
P3_V12_Phase8,frame1376.jpg,1376,9.0,8.0,9.0,8.0,9.0
P3_V12_Phase8,frame1377.jpg,1377,9.0,8.0,9.0,8.0,9.0
P3_V12_Phase8,frame1378.jpg,1378,9.0,8.0,9.0,8.0,9.0
P3_V12_Phase8,frame1379.jpg,1379,9.0,8.0,9.0,8.0,9.0
P3_V13_Phase21,frame10253.jpg,10253,4.0,3.0,4.0,3.0,4.0
P3_V13_Phase21,frame10254.jpg,10254,4.0,3.0,4.0,3.0,4.0
P3_V13_Phase21,frame10255.jpg,10255,4.0,3.0,4.0,3.0,4.0
P3_V13_Phase21,frame10256.jpg,10256,4.0,3.0,4.0,3.0,4.0
P3_V13_Phase25,frame12190.jpg,12190,5.0,4.0,5.0,4.0,5.0
P3_V13_Phase25,frame12191.jpg,12191,5.0,4.0,5.0,4.0,5.0
P3_V13_Phase25,frame12192.jpg,12192,5.0,4.0,5.0,4.0,5.0
P3_V13_Phase25,frame12193.jpg,12193,5.0,4.0,5.0,4.0,5.0
P3_V13_Phase29,frame14390.jpg,14390,7.0,6.0,7.0,6.0,7.0
P3_V13_Phase29,frame14391.jpg,14391,7.0,6.0,7.0,6.0,7.0
